brand,name,type,afterUse,product_t,notable_e,skintype,Sensitive,Combination,Oily,Dry,Normal
merle norman,wrinkle smoother,general moisturizer,good oily skinredness reducingreduces irritationskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingmay worsen oily skinirritatingrosaceaeczema,,,,,,,,
innbeauty project,green machine vitamin green superfoods jelly serum,serum,hydratingredness reducingreduces irritationskin texturereduces large poresantiagingdark spotsbrighteningdryingirritating,,,,,,,,
kaine,green calm aqua cream,general moisturizer,good oily skinreduces irritationskin textureantiagingscar healingbrighteningirritating,,,,,,,,
cosmetic,bye bye breakout salicylic acid acne serum,facial treatment,good oily skinredness reducingreduces large poresantiagingacne fightingbrighteningdryingirritatingrosaceaeczema,,,,,,,,
naturium,bha liquid exfoliant,exfoliator,good oily skinreduces large poresacne fightingbrighteningdryingirritatingeczema,,,,,,,,
shani darden,sake toning essence,essence,good oily skinredness reducingskin textureantiagingdark spotsacne fightingbrighteningirritating,,,,,,,,
aoa skin,papaya vitamin serum,serum,good oily skinredness reducingskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingirritating,,,,,,,,
purito,defence barrier ph cleanser,face cleanser,good oily skinredness reducing,,,,,,,,
neutrogena,rapid wrinkle repair retinol serum capsule,serum,good oily skinskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingirritatingeczema,,,,,,,,
derma,vitamin eye cream dark circle perfecting cream,eye moisturizer,good oily skinredness reducingreduces irritationskin textureantiagingdark spotsacne fightingbrighteningeczema,,,,,,,,
honest beauty,hydrogel cream,general moisturizer,redness reducingantiagingscar healingbrighteningirritating,,,,,,,,
dermanat,glow tonic tnico despigmentante,toner,good oily skinredness reducingskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingirritatingrosaceaeczema,,,,,,,,
balea,antifalten serum,serum,redness reducingreduces irritationskin textureantiagingdark spotsbrightening,,,,,,,,
first aid beauty,skin rescue oilfree mattifying gel moisturizer,general moisturizer,good oily skinredness reducingantiagingdark spotsacne fightingbrightening,,,,,,,,
cellexc,highpotency serum,serum,redness reducingskin textureantiagingdark spotsbrightening,,,,,,,,
neogen,real ferment micro essence,essence,hydratinggood oily skinredness reducingacne fightingbrightening,,,,,,,,
derma,advanced peptide collagen eye cream,eye moisturizer,good oily skinredness reducingreduces irritationskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingmay worsen oily skinirritating,,,,,,,,
dermatica,personalised formula ivermectin metronidazole niacinamide,facial treatment,good oily skinredness reducingreduces irritationantiagingacne fightingbrightening,,,,,,,,
somethinc,niacinamide barrier serum,serum,good oily skinredness reducingantiagingacne fightingbrightening,,,,,,,,
biore,uv aqua rich watery essence spf pa,sunscreen,antiagingscar healingbrighteningacne triggerirritatingrosaceaeczema,,,,,,,,
kaine,vita drop serum,serum,good oily skinredness reducingreduces irritationskin textureantiagingscar healingacne fightingbrighteningirritating,,,,,,,,
round lab,dokdo mist,facial treatment,good oily skinreduces irritationskin textureantiagingscar healingbrighteningirritating,,,,,,,,
simple skincare,kind skin hydrating light moisturiser,general moisturizer,hydratingreduces irritationreduces large poresantiagingbrighteningdryingmay worsen oily skinirritatingrosaceaeczema,,,,,,,,
numbuzin,goodbye blemish serum,serum,good oily skinredness reducingreduces irritationskin textureantiagingdark spotsscar healingacne fightingbrightening,,,,,,,,
numbuzin,deep sleep mask serum,serum,good oily skinredness reducingreduces irritationskin textureantiagingscar healingacne fightingbrighteningirritating,,,,,,,,
neogen,probiotic youth repair cream,general moisturizer,hydratinggood oily skinredness reducingskin textureantiagingscar healingbrighteningirritating,,,,,,,,
aprilskin,real carrotene blemish clear vita pad,toner,good oily skinredness reducingreduces irritationskin textureantiagingdark spotsscar healingacne fightingbrighteningirritating,,,,,,,,
wishtrend,green tea enzyme powder wash,face cleanser,hydratingredness reducingskin textureantiagingdark spotsbrightening,,,,,,,,
replenix,retinol smooth tighten body lotion,general moisturizer,good oily skinredness reducingreduces irritationskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingacne triggerirritatingeczema,,,,,,,,
facetheory,greenc sensitive skin toner,toner,redness reducingreduces irritationskin texturereduces large poresantiagingdark spotsbrighteningdryingirritatingrosaceaeczema,,,,,,,,
vichy,liftactiv vitamin serum,serum,redness reducingskin textureantiagingdark spotsscar healingbrighteningirritating,,,,,,,,
earth harbor,celestine hydraplumping peptide serum,serum,good oily skinredness reducingskin textureantiagingscar healingacne fightingbrighteningirritatingrosacea,,,,,,,,
pyunkang yul,acne spot cream,facial treatment,good oily skinredness reducingreduces irritationscar healingacne fightingbrighteningacne triggereczema,,,,,,,,
banobagi,alpha radiance serum,serum,good oily skinredness reducingscar healingacne fightingbrightening,,,,,,,,
beauty bay,aha bha peeling solution drop glycolic acid salicylic acid,exfoliator,good oily skinskin texturereduces large poresantiagingdark spotsacne fightingbrighteningdryingirritatingrosaceaeczema,,,,,,,,
isntree,cniacin toning ampoule,serum,good oily skinredness reducingreduces irritationantiagingscar healingacne fightingbrighteningirritating,,,,,,,,
dr dennis gross skincare,vitamin lactic firm bright serum,serum,good oily skinredness reducingskin texturereduces large poresantiagingdark spotsscar healingbrighteningdryingirritatingrosaceaeczema,,,,,,,,
skin laundry,tranexamic acid serum,serum,good oily skinredness reducingacne fightingbrighteningeczema,,,,,,,,
good skin day,bright side moisturizer,general moisturizer,hydratingredness reducingantiaging,,,,,,,,
leader,wonder himalayan camellia pore minimizing mask,sheet mask,good oily skinredness reducingreduces irritationskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingirritating,,,,,,,,
clarityrx,take care daily antioxidant red tea serum,serum,good oily skinskin textureantiagingscar healingbrighteningirritating,,,,,,,,
aoa skin,multivitamin serum,serum,good oily skinredness reducingskin textureantiagingdark spotsacne fightingbrighteningeczema,,,,,,,,
juice beauty,green apple peel full strength exfoliating mask,wet mask,good oily skinredness reducingskin texturereduces large poresantiagingdark spotsscar healingbrighteningdryingirritatingrosaceaeczema,,,,,,,,
holy snail,shark sauce,serum,good oily skinredness reducingreduces irritationskin textureantiagingscar healingacne fightingbrighteningirritatingeczema,,,,,,,,
round lab,dokdo peeling gel,exfoliator,good oily skinreduces irritationskin textureantiagingscar healingbrighteningirritating,,,,,,,,
neogen,dermalogy vbiome soothing cream,general moisturizer,hydratinggood oily skinredness reducingreduces irritationskin textureantiagingdark spotsscar healingacne fightingbrighteningirritatingeczema,,,,,,,,
tiam,signature red serum,serum,good oily skinredness reducingreduces irritationskin textureantiagingdark spotsacne fightingbrighteningrosacea,,,,,,,,
exuviance,age reverse eye contour,eye moisturizer,good oily skinredness reducingreduces irritationskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingacne triggerirritating,,,,,,,,
dermocracy,hidratante vitamina complex ascorbyl glucoside escualano,general moisturizer,redness reducingskin textureantiagingdark spotsbrightening,,,,,,,,
neogen,dermatology vbiome infusion serum,serum,hydratinggood oily skinredness reducingreduces irritationskin textureantiagingdark spotsacne fightingbrighteningeczema,,,,,,,,
hero cosmetic,clarifying prebiotic moisturizer,general moisturizer,hydratinggood oily skinredness reducingskin texturereduces large poresantiagingdark spotsscar healingbrighteningdryingacne triggerirritatingrosacea,,,,,,,,
milani,bright side illuminating primer,face makeup,redness reducingreduces irritationskin textureantiagingdark spotsscar healingbrighteningirritatingeczema,,,,,,,,
luv,pore tightening brightening serum,serum,good oily skinredness reducingreduces irritationskin textureantiagingscar healingacne fightingbrighteningirritating,,,,,,,,
dieux skin,deliverance,serum,good oily skinredness reducingacne fightingbrightening,,,,,,,,
barulab,speptide ampoule,serum,good oily skinredness reducingreduces irritationskin textureantiagingdark spotsscar healingacne fightingbrighteningirritating,,,,,,,,
community sixtysix,detoxifying ahabha gel cleanser,face cleanser,good oily skinredness reducingreduces irritationskin texturereduces large poresantiagingdark spotsacne fightingbrighteningdryingirritatingrosaceaeczema,,,,,,,,
co de baha,vitamin facial serum msm,serum,redness reducingskin texturereduces large poresantiagingdark spotsbrighteningdryingirritating,,,,,,,,
jumiso,super soothing cica aloe essence toner,toner,good oily skinredness reducingreduces irritationskin textureantiagingscar healingbrighteningirritating,,,,,,,,
face reality skincare,vitamin corrective ii serum,serum,good oily skinskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingirritating,,,,,,,,
inkey list,blemish night treatment,facial treatment,good oily skinredness reducingskin texturereduces large poresantiagingdark spotsacne fightingbrighteningdryingirritatingeczema,,,,,,,,
somethinc,supple power hyaluronic onsen essence toner,toner,hydratinggood oily skinredness reducingskin texturereduces large poresantiagingscar healingacne fightingbrighteningdryingirritating,,,,,,,,
truly,bun glowry smoothing butt polish,exfoliator,hydratinggood oily skinskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingmay worsen oily skinacne triggerirritating,,,,,,,,
la rocheposay,toleriane ultra night moisturizer,night moisturizer,good oily skinredness reducingantiagingscar healingacne fightingbrighteningirritating,,,,,,,,
cosrx,master patch xlarge,facial treatment,good oily skinredness reducingacne fightingbrightening,,,,,,,,
goodal,vegan rice milk moisturizing toner,toner,reduces irritationbrightening,,,,,,,,
im,vitamin fruit serum,serum,good oily skinredness reducingantiagingacne fightingbrightening,,,,,,,,
leader,first shot essence stick toning control,essence,good oily skinredness reducingskin textureantiagingdark spotsacne fightingbrighteningrosacea,,,,,,,,
jaxon lane,bro mask cooling eye gel,eye mask,hydratinggood oily skinredness reducingreduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingacne triggerirritating,,,,,,,,
beauty glam,vitamin serum,serum,redness reducingreduces irritationskin textureantiagingdark spotsbrightening,,,,,,,,
urban skin,witch hazel brightening ph balancing toner,toner,good oily skinredness reducingreduces irritationskin texturereduces large poresantiagingdark spotsscar healingacne fightingbrighteningdryingirritatingrosacea,,,,,,,,
innisfree,brightening pore skin,toner,good oily skinredness reducingreduces irritationskin texturereduces large poresantiagingdark spotsacne fightingbrighteningdryingirritating,,,,,,,,
round lab,soybean nourishing serum,serum,good oily skinredness reducingreduces irritationantiagingscar healingacne fightingbrighteningmay worsen oily skinacne triggerirritating,,,,,,,,
goodal,apricot collagen youth firming ampoule,serum,good oily skinredness reducingreduces irritationskin textureantiagingdark spotsscar healingacne fightingbrighteningirritating,,,,,,,,
kranicell,bifida complex repair,serum,hydratinggood oily skinredness reducingantiagingacne fightingbrightening,,,,,,,,
luxe organix,cica rescue gentle brightening cleanser,face cleanser,good oily skinredness reducingskin texturereduces large poresantiagingscar healingbrighteningdryingacne triggerirritating,,,,,,,,
naturium,niacinamide skin mist naked,toner,good oily skinredness reducingreduces large poresacne fightingbrighteningdryingirritating,,,,,,,,
nourishmax,triple hyaluronic salicylic serum,serum,good oily skinredness reducingreduces large poresacne fightingbrighteningdryingirritatingeczema,,,,,,,,
pyunkang yul,low ph cleansing water,face cleanser,good oily skinredness reducingskin textureantiagingscar healingbrighteningirritating,,,,,,,,
